DTI20190325|0.0
GP219940522|      1.000000000
GP219940523|      1.000000000
GP219940524|      1.000000000
GP219940525|      1.000000000
GP219940526|      1.000000000
GP219940527|      1.000000000
GP219940528|      1.000000000
GP219940529|      1.000000000
GP219940530|      1.000000000
GP219940531|      1.000000000
GP219940532|      1.000000000
GP219940533|      1.000000000
GP219940535|       .000000000
GP219940536|       .000000000
GP219940601|      1.000000000
GP219940602|      1.000000000
GP219940603|      1.000000000
GP219940604|      1.000000000
GP219940605|      1.000000000
GP219940606|      1.000000000
GP219940607|      1.000000000
GP219940608|      1.000000000
GP219940609|      1.000000000
GP219940610|      1.000000000
GP219940611|      1.000000000
GP219940612|      1.000000000
GP219940613|      1.000000000
GP219940614|      1.000000000
GP219940615|      1.000000000
GP219940616|      1.000000000
GP219940617|      1.000000000
GP219940618|      1.000000000
GP219940619|      1.000000000
GP219940620|      1.000000000
GP219940621|      1.000000000
GP219940622|      1.000000000
GP219940623|      1.000000000
GP219940624|      1.000000000
GP219940625|      1.000000000
GP219940626|      1.000000000
GP219940627|      1.000000000
GP219940628|      1.000000000
GP219940629|      1.000000000
GP219940630|      1.000000000
GP219940631|      1.000000000
GP219940632|      1.000000000
GP219940633|      1.000000000
GP219940635|       .000000000
GP219940636|       .000000000
GP219940701|      1.000000000
GP219940702|      1.000000000
GP219940703|      1.000000000
GP219940704|      1.000000000
GP219940705|      1.000000000
GP219940706|      1.000000000
GP219940707|      1.000000000
GP219940708|      1.000000000
GP219940709|      1.000000000
GP219940710|      1.000000000
GP219940711|      1.000000000
GP219940712|      1.000000000
GP219940713|      1.000000000
GP219940714|      1.000000000
GP219940715|      1.000000000
GP219940716|      1.000000000
GP219940717|      1.000000000
GP219940718|      1.000000000
GP219940719|      1.000000000
GP219940720|      1.000000000
GP219940721|      1.000000000
GP219940722|      1.000000000
GP219940723|      1.000000000
GP219940724|      1.000000000
GP219940725|      1.000000000
GP219940726|      1.000000000
GP219940727|      1.000000000
GP219940728|      1.000000000
GP219940729|      1.000000000
GP219940730|      1.000000000
GP219940731|      1.000000000
GP219940732|      1.000000000
GP219940733|      1.000000000
GP219940735|       .000000000
GP219940736|      1.000000000
GP219940801|      1.000000000
GP219940802|      1.000000000
GP219940803|      1.000000000
GP219940804|      1.000000000
GP219940805|      1.000000000
GP219940806|      1.000000000
GP219940807|      1.000000000
GP219940808|      1.000000000
GP219940809|      1.000000000
GP219940810|      1.000000000
GP219940811|      1.000000000
GP219940812|      1.000000000
GP219940813|      1.000000000
GP219940814|      1.000000000
GP219940815|      1.000000000
GP219940816|      1.000000000
GP219940817|      1.000000000
GP219940818|      1.000000000
GP219940819|      1.000000000
